Poet name,Poem name,Poem
عابد جعفری,شکوے ہمیں تو جہد مکرر کے نہیں ہیں,"شکوے ہمیں تو جہد مکرر کے نہیں ہیں
ہجرت ہوئی ہے یوں کہ کسی گھر کے نہیں ہیں
کس جرم میں یہ پہلو تہی ہم سے روا ہے
اے شیشۂ گرد ہم کوئی پتھر کے نہیں ہیں
سربستۂ زنجیر کیا ہم کو جنہوں نے
وہ لوگ اسی گھر کے ہیں باہر کے نہیں ہیں
کس درجہ مکرم ہیں مرے اشک نہ پوچھو
وہ دام ملے ہیں کہ جو گوہر کے نہیں ہیں
وہ درد سہا ہے کہ جو غیروں کا نہیں تھا
وہ زخم لگے ہیں کہ جو خنجر کے نہیں ہیں"
عابد جعفری,یہ داغ ہجر نہیں مٹ سکا جبیں کا لگا,"یہ داغ ہجر نہیں مٹ سکا جبیں کا لگا
زمیں کہیں کی ہے پیوند ہے کہیں کا لگا
ملا ہے دشت ہمیں جستجو میں منزل کی
گماں تھا پاؤں میں اور آبلہ یقیں کا لگا
ہمارا نام و نسب ہم سے پوچھنے والے
لہو نہ اس طرح دامن پہ آستیں کا لگا
اٹھا کے دوش پہ خیمے نکل پڑے ہم لوگ
ذرا نہ خوف ہمیں اجنبی زمیں کا لگا"
عابد جعفری,وہ دل کی جھیل میں اترا تھا ایک ساعت کو,"وہ دل کی جھیل میں اترا تھا ایک ساعت کو
یہ عمر ہو گئی ہے سہتے اس ملامت کو
کہیں تو سایۂ دیوار آگہی مل جائے
کوئی تو آئے کرے ختم اس مسافت کو
تمہیں سے مل کے مری دل سے آشنائی ہو
تمہارے بعد ہی جانا ہے اس قیامت کو
وہ ایک شخص مجھے کر گیا سبھی سے جدا
ترس رہا ہوں میں جس شخص کی رفاقت کو
عجیب لوگ ہیں اس شہر کے بہ نام وفا
ہوائیں دیتے ہیں ہر شعلۂ عداوت کو
جواز بھی تو کوئی ہو مری تباہی کا
چھپا رہے ہو تبسم میں کیوں ندامت کو
گئے دنوں کا مناتے ہو سوگ پھر عابدؔ
ہمیں یقیں ہے نہ بدلو گے اپنی عادت کو"
عابد جعفری,محبتوں پر دل حزیں کو نثار کرنا,"محبتوں پر دل حزیں کو نثار کرنا
ہے یوں کہ جیسے جنوں میں خود ہی پہ وار کرنا
عجب نہیں وہ بھی میرے رستے پہ خود کو ڈالے
وہ جس نے سیکھا ہے قافلوں کو غبار کرنا
وہ ایک بارش کی منتظر بے شمار آنکھیں
وہ ایک طوفاں کا بستیوں کو شمار کرنا
مجھے تو اس نے تمام لمحے وہی دئے ہیں
وہی جو اہل جنوں کو ہوں اختیار کرنا
شفق اتر کر تمہارے پلو سے بندھ گئی ہے
جو ہو سکے تو سحر تلک یہ حصار کرنا
اذیتوں کا خمیر زخم نہاں سے اٹھا
کبھی جو چاہا ہے دل کا صحرا بہار کرنا"
حباب ہاشمی,کہاں وہ سیم تناں ہیں کہاں وہ گل بدناں,"کہاں وہ سیم تناں ہیں کہاں وہ گل بدناں
عزیز از دل و جاں ہے حدیث لالہ رخاں
یہ ہم سے پوچھو جلال و جمال کیا شے ہے
ہمارے گرد رہا ہے ہجوم ماہ وشاں
مری نگاہ کو ہے دید کی کہاں فرصت
ہیں یوں تو جلوے ہی جلوے فضا میں رقص کناں
سکوں ہے کار گہ زیست میں کہاں یارو
کشاں کشاں لئے پھرتی ہے گردش دوراں
یہاں تو سانس بھی لینے میں احتیاط ہے شرط
بقول میرؔ یہ ہے کار گاہ شیشہ گراں
حبابؔ اپنے وطن سے تو دور ہوں لیکن
نگاہ میں ہیں سبھی دوستان زندہ دلاں"
عابد جعفری,خوں مرا جس سے ہوا ہے خنجر احباب ہے,"خوں مرا جس سے ہوا ہے خنجر احباب ہے
یہ حقیقت ہے مگر لگتا ہے جیسے خواب ہے
اس لیے مجھ سا نمایاں ہو گیا بے بال و پر
جس جگہ میں ہوں وہاں ہر آدمی سرخاب ہے
ہم نے دیکھا ہے کہ اکثر ڈوب جاتا ہے وہی
جو تلاش گوہر یکتا میں زیر آب ہے
اب کسی جنگل میں جا رہئے کہ اپنے شہر میں
آدمی ہی آدمی کے واسطے نایاب ہے
زندگی اپنی بالآخر ہو گئی اس پر تمام
جو کتاب زندگی کا نا مکمل باب ہے
وہ تو یہ کہئے شکستہ ہو چکا ہے حوصلہ
ورنہ دل اب بھی کسی کے وصل کو بیتاب ہے"
حباب ہاشمی,سوز و گداز و جذب و اثر کون لے گیا,"سوز و گداز و جذب و اثر کون لے گیا
ہم سے متاع درد جگر کون لے گیا
کیا ہو گیا ہے گردش دوراں تو ہی بتا
حسن و جمال شام و سحر کون لے گیا
شوریدگیٔ عشق کی لذت کہاں گئی
سودا تھا جس میں تیرا وہ سر کون لے گیا
منزل کی سمت بڑھتے نہیں کس لئے قدم
اے دل متاع عزم سفر کون لے گیا
دن میں حریم ناز کے جلوے تھے سب نہاں
شب میں ردائے نجم و قمر کون لے گیا
چرچے تھے علم و فضل کے دنیا جہان میں
گنجینہ ہائے علم و ہنر کون لے گیا
جبریل کے بھی جلتے ہیں پر جس جگہ حبابؔ
اس جا پہ خاک پائے بشر کون لے گیا"
حباب ہاشمی,جلوہ گر آج ہے وہ مہر منور کی طرح,"جلوہ گر آج ہے وہ مہر منور کی طرح
بخت اپنا بھی چمکتا ہے سکندر کی طرح
اس کی رفتار ہے بس موجۂ کوثر کی طرح
گفتگو میں ہے کھنک شیشہ و ساغر کی طرح
کس کو یارائے سخن ہے اسے ہم بھی دیکھیں
وہ مخاطب ہے مگر داور محشر کی طرح
کیا خبر لوگ کسے اپنا خدا کہہ دیں گے
لاکھ بت ہم نے تراشے تو ہیں آزر کی طرح
کس پہ اس دور پر آشوب میں تکیہ کیجے
راہزن بھی تو نظر آتے ہیں رہبر کی طرح
منزل فقر و غنا کیا ہے یہ ہم سے پوچھو
زندگی ہم نے گزاری ہے قلندر کی طرح
کتنے طوفان ہیں پنہاں کوئی دیکھے تو حبابؔ
موجزن ہے دل شاعر بھی سمندر کی طرح"
حباب ہاشمی,امید و بیم کے عالم میں دل دہلتا ہے,"امید و بیم کے عالم میں دل دہلتا ہے
وہ آتے آتے کئی راستے بدلتا ہے
ابھی تو شام ہے تنقید کر نہ رندوں پر
سنا ہے رات گئے مے کدہ سنبھلتا ہے
نہ کوئی خوف نہ اندیشہ اور نہ رخت سفر
یہ کون ہے جو مرے ساتھ ساتھ چلتا ہے
ہمارے واسطے جس جا پہ حد فاصل ہے
وہیں سے ایک نیا راستہ نکلتا ہے
عجیب چیز ہے یہ کرب خود کلامی بھی
جو بات کیجے تو اک سلسلہ نکلتا ہے
نہ جانے کتنے سر پر غرور کٹتے ہیں
عجیب شخص ہے تلوار بن کے چلتا ہے
حبابؔ شکوہ بجا لاؤ نقد جاں کے طفیل
تمہارے نام کا سکہ یہاں بھی چلتا ہے"
حباب ہاشمی,ذرہ ذرہ ہے اسے مہر منور نہ کہو,"ذرہ ذرہ ہے اسے مہر منور نہ کہو
قطرہ ہر حال میں قطرہ ہے سمندر نہ کہو
بت طناز کو اخلاص کا پیکر نہ کہو
دشمن مہر و وفا کو فن آذر نہ کہو
کہیں پھوٹی ہے کبھی ان سے وفا کی خوشبو
لب معشوق کو اوراق گل تر نہ کہو
رنگ اور نسل کی تفریق مٹانے کے لئے
مصلحت ہے اسے بہتر اسے کمتر نہ کہو
غم کی جب آنچ لگے گی تو پگھل جائے گا
دل تو اک شیشہ ہے اس شیشے کو پتھر نہ کہو
ساتھ تقدیر کے تدبیر ضروری ہے حبابؔ
بگڑے حالات کو تم اپنا مقدر نہ کہو"
حباب ہاشمی,تصور میں بہت کیں انجمن آرائیاں ہم نے,"تصور میں بہت کیں انجمن آرائیاں ہم نے
سلیقے سے گزاریں اس طرح تنہائیاں ہم نے
عجب کیا ہے جو تم نے وقت کی انگڑائیاں دیکھیں
بدل ڈالی ہیں اکثر وقت کی انگڑائیاں ہم نے
وہیں پر آج شور نالہ و شیون بپا دیکھا
جہاں دیکھی تھیں کل بجتی ہوئی شہنائیاں ہم نے
ہزاروں کلفتیں تھیں زندگی کی راہ میں لیکن
نہ پڑنے دیں غم و آلام کی پرچھائیاں ہم نے
حبابؔ اس دور پر آشوب میں قدر ہنر کیا ہو
سمو کر گرچہ رکھ دیں شعر میں گہرائیاں ہم نے"
حباب ہاشمی,خود پہ وہ فخر کناں کیسا ہے,"خود پہ وہ فخر کناں کیسا ہے
اس کو اپنے پہ گماں کیسا ہے
کوئی جنبش ہے نہ آہٹ نہ صدا
یہ جہان گزراں کیسا ہے
دل دھڑکنے کی بھی آواز نہیں
سانحہ کاہش جاں کیسا ہے
آج تک زخم ہرے ہیں دل کے
مرہم چارہ گراں کیسا ہے
اس سے نزدیک نہیں ہے کوئی
وہ قریب رگ جاں کیسا ہے
گل کھلا ہی گئی لیلائے بہار
شور آشفتہ سراں کیسا ہے
ہم کڑی دھوپ کے عادی تھے حبابؔ
سر پہ یہ ابر رواں کیسا ہے"
حباب ہاشمی,کبھی ہمارے لئے تیغ بے نیام کرو,"کبھی ہمارے لئے تیغ بے نیام کرو
جو داستاں ہے تمہاری اسے تمام کرو
خلوص اور محبت سے نیک کام کرو
یہ مے کدہ ہے سبھی کو شریک جام کرو
جو میکدے سے نکالے گئے تو کیا ہوگا
میں محتسب ہوں یہاں میرا احترام کرو
تمہارے قرب سے دل کو سکون ملتا ہے
مرے قریب ہی بیٹھو نہ کچھ کلام کرو
وہ ایک شام کہ جس پر نثار صبح ازل
وہ ایک شام کبھی تم ہمارے نام کرو
کہاں نجات کی صورت ہے قید ہستی سے
کسی طرح اسی زنداں میں صبح و شام کرو
حبابؔ ہستئ موہوم کا بھروسہ کیا
مسافروں کی طرح بس یہاں قیام کرو"
حباب ہاشمی,اب تلک تند ہواؤں کا اثر باقی ہے,"اب تلک تند ہواؤں کا اثر باقی ہے
اک چراغ اور سر راہ گزر باقی ہے
وہ ہماری نہیں سنتا تو گلہ ہے کیسا
اب کہاں اپنی دعاؤں میں اثر باقی ہے
دل میں باقی ہیں فقط چند لہو کے قطرے
اب مرے پاس یہی زاد سفر باقی ہے
پھر بنا لیں گے اسی جا پہ نشیمن اپنا
آشیاں جس پہ تھا وہ شاخ شجر باقی ہے
معصیت اشک ندامت سے بھی دھل جاتی ہے
مطمئن ہوں کہ ابھی دیدۂ تر باقی ہے
جب وہ چاہے مجھے دو نیم کرے آ کے حبابؔ
دست قاتل میں یہی ایک ہنر باقی ہے"
حباب ہاشمی,جذبۂ شوق نے یوں داد وفا پائی ہے,"جذبۂ شوق نے یوں داد وفا پائی ہے
کھنچ کے منزل مرے قدموں میں چلی آئی ہے
آج تک مٹ نہ سکی ماتھے سے سجدوں کی خلش
ایک مدت سے ترے در پہ جبیں سائی ہے
آئنہ توڑ کے ہاتھوں میں لئے بیٹھے ہیں
عبرت انگیز یہ انجام خود آرائی ہے
آپ آئیں نہ سہی مجھ کو بلائیں نہ سہی
آپ کی یاد رفیق شب تنہائی ہے
مہرباں وہ ہیں تو اغیار پریشاں کیوں ہیں
میری اور ان کی تو برسوں کی شناسائی ہے
کوئی نغمہ کوئی سنگیت کوئی گیت نہیں
زندگی درد میں ڈوبی ہوئی شہنائی ہے
جن کو انکار تھا اب وہ بھی تو کہتے ہیں حبابؔ
تیرے اشعار میں گہرائی ہے گیرائی ہے"
حباب ہاشمی,کیا ہوا رنگینیٔ صبح و مسا باقی نہیں,"کیا ہوا رنگینیٔ صبح و مسا باقی نہیں
اپنے ہی گھر میں وہ پہلی سی فضا باقی نہیں
آرزؤں کا کوئی بھی سلسلہ باقی نہیں
مسئلہ یہ ہے کہ کوئی مسئلہ باقی نہیں
آ گیا ہے اب سوا نیزے پہ دیکھو آفتاب
اپنا سایہ بھی زمیں پر زیر پا باقی نہیں
منزلیں آواز دیتی ہیں کہ ہم ہیں منتظر
قافلے والوں میں لیکن حوصلے باقی نہیں
بے محابا اس کے آنے کا نتیجہ یہ ہوا
آئنہ خانے میں کوئی آئنہ باقی نہیں
کتنی مشاقی سے اس نے صاف دو ٹکڑے کئے
جسم میں اب ایک بھی تسمہ لگا باقی نہیں
ہم تو چھوڑ آئے تھے گہرے نقش راہوں میں حبابؔ
وائے حسرت ایک بھی اب نقش پا باقی نہیں"
حباب ہاشمی,مری خاطر کوئی نامہ کوئی پیغام تو ہو,"مری خاطر کوئی نامہ کوئی پیغام تو ہو
دل مضطر کو کسی طور سے آرام تو ہو
مجھ سے آوارہ کو مل جائے مگر جائے اماں
آرزو ہے ترے کوچے میں کبھی شام تو ہو
موج خوں سر سے گزر جائے تو کچھ بات بنے
آج زنداں میں بھی تزئین در و بام تو ہو
تپتے صحرا میں بھی سایہ کہیں مل جائے گا
پہلے اے دوست تجھے جرأت یک گام تو ہو
بے گناہی کا مرے قتل پہ چرچا ہوگا
کوئی بہتان تراشو کوئی الزام تو ہو
گر ترا لطف نہیں تیرا تغافل ہی سہی
آخرش میری وفا کا کوئی انعام تو ہو
انگلیاں اٹھتی ہیں جس سمت بھی جاتے ہو حبابؔ
نہ سہی کچھ مگر اک شاعر بدنام تو ہو"
